,ABV,Coin,Price
1496,FUZZ,FuzzBalls,$0.006757
1497,BRAT,BROTHER,$0.000201
1498,SOIL,SOILcoin,$0.005508
1499,CF,Californium,$0.012800
1500,YTN,YENTEN,$0.003681
1501,ZYD,Zayedcoin,$0.004970
1502,VEC2,VectorAI,$0.001751
1503,SOON,SoonCoin,$0.002488
1504,RED,RedCoin,$0.000403
1505,ADN,Adrenaline,$0.002560
1506,CPN,CompuCoin,$0.001478
1507,ICOB,ICOBID,$0.000270
1508,JOBS,JobsCoin,$0.000269
1509,PIE,PIECoin,$0.002546
1510,GRIM,Grimcoin,$0.000426
1511,CACH,CacheCoin,$0.006521
1512,QBIC,Qbic,$0.008814
1513,ROOFS,Roofs,$0.000200
1514,DRM,Dreamcoin,$0.010412
1515,GPL,Gold Pressed ...,$0.095775
1516,HONEY,Honey,$0.053795
1517,PEX,PosEx,$0.009935
1518,FLAX,Flaxscript,$0.004298
1519,VTA,Virtacoin,$0.000005
1520,VLT,Veltor,$0.043186
1521,LTCR,Litecred,$0.000773
1522,CAB,Cabbage,$0.002144
1523,CNNC,Cannation,$0.009044
1524,ICON,Iconic,$0.037476
1525,KNC,KingN Coin,$10.80
1526,PONZI,PonziCoin,$0.024990
1527,COAL,BitCoal,$0.004701
1528,SCS,SpeedCash,$0.035307
1529,BNX,BnrtxCoin,$0.000604
1530,SONG,SongCoin,$0.000614
1531,BIP,BipCoin,$0.012202
1532,LUNA,Luna Coin,$0.011485
1533,KRONE,Kronecoin,$0.002687
1534,ESC,Escroco,$0.008597
1535,PLNC,PLNcoin,$0.001075
1536,NUKO,Nekonium,$0.001478
1537,CRDNC,Credence Coin,$0.005172
1538,GEERT,GeertCoin,$0.003420
1539,VUC,Virta Unique ...,$0.000269
1540,SANDG,Save and Gain,$0.005237
1541,WBB,Wild Beast Block,$0.087715
1542,LBTC,LiteBitcoin,$0.000545
1543,MAR,Marijuanacoin,$0.009403
1544,CXT,Coinonat,$0.001769
1545,MILO,MiloCoin,$0.001407
1546,SOCC,SocialCoin,$0.010746
1547,BLN,Bolenum,$0.001286
1548,LTCU,LiteCoin Ultra,$0.012157
1549,PLACO,PlayerCoin,$0.000336
1550,PRC,PRCoin,$0.000470
1551,IBANK,iBank,$0.002413
1552,PCOIN,Pioneer Coin,$0.003627
1553,VOLT,Bitvolt,$0.000605
1554,RKC,Royal Kingdom...,$0.003560
1555,SLEVIN,Slevin,$0.000133
1556,ATX,Artex Coin,$0.000470
1557,WORM,HealthyWormCoin,$0.000067
1558,BSC,BowsCoin,$0.001343
1559,ACP,AnarchistsPrime,$0.001679
1560,DOLLAR,Dollar Online,$0.008933
1561,ARGUS,Argus,$0.005507
1562,GLS,GlassCoin,$0.001934
1563,CONX,Concoin,$0.006783
1564,CTIC2,Coimatic 2.0,$0.000336
1565,COUPE,Coupecoin,$0.000020
1566,BAS,BitAsean,$0.000830
1567,ITZ,Interzone,$0.001343
1568,WOMEN,WomenCoin,$0.000067
1569,MGM,Magnum,$0.000600
1570,CREVA,CrevaCoin,$0.000067
1571,GSR,GeyserCoin,$0.047014
1572,CTIC3,Coimatic 3.0,$0.000907
1573,VLTC,Vault Coin,$0.000067
1574,LVPS,LevoPlus,$0.000136
1575,AI,POLY AI,$0.000088
1576,CKUSD,CK USD,$0.994381
1577,XIN,Infinity Econ...,$0.005037
1578,CONI,Coni,$0.025376
1579,DFT,DigiFinexToken,$0.298310
1580,PAI,Project Pai,$0.360021
1581,MCC,Moving Cloud ...,$0.022981
1582,HYC,HYCON,$0.031317
1583,IQ,Everipedia,$0.014289
1584,VEX,Vexanium,$0.036743
1585,CAN,Content and A...,$0.007302
1586,UIP,UnlimitedIP,$0.004665
1587,EDU,EduCoin,$0.000523
1588,SAC,Smart Applica...,$5.94
1589,SBTC,Super Bitcoin,$4.68
1590,PLY,PlayCoin,$0.116978
1591,NPXSXEM,Pundi X NEM,$0.002046
1592,KAN,BitKan,$0.006398
1593,FTI,FansTime,$0.003644
1594,ZIP,Zipper,$0.001751
1595,SDA,Six Domain Chain,$0.013161
1596,INB,Insight Chain,$0.323241
1597,FREC,Freyrchain,$0.004231
1598,XPX,ProximaX,$0.004288
1599,IIC,Intelligent I...,$0.000650
1600,KCASH,Kcash,$0.027332
1601,KNOW,KNOW,$0.031646
1602,FIL,Filecoin [Fut...,$4.64
1603,TIC,Thingschain,$0.000335
1604,TRIO,Tripio,$0.003170
1605,UBEX,Ubex,$0.015696
1606,PNT,Penta,$0.002214
1607,EGCC,Engine,$0.001152
1608,ENGT,Engagement Token,$0.006609
1609,ESS,Essentia,$0.009632
1610,ABL,Airbloc,$0.022449
1611,SOP,SoPay,$0.006388
1612,GSE,GSENetwork,$0.007040
1613,AVH,Animation Vis...,$0.001415
1614,LIGHT,LightChain,$0.000162
1615,RATING,DPRating,$0.000754
1616,MOF,Molecular Future,$0.128969
1617,UST,Ultra Salescloud,$0.064506
1618,HIT,HitChain,$0.000460
1619,CHAT,ChatCoin,$0.014503
1620,DPN,DIPNET,$0.002795
1621,OPEN,Open Platform,$0.019546
1622,YCC,Yuan Chain Coin,$0.013801
1623,UCT,Ubique Chain ...,$0.025239
1624,HDAC,Hdac,$0.066869
1625,INO,INO COIN,$0.467897
1626,LBTC,Lightning Bit...,$9.16
1627,SFU,Saifu,$0.066295
1628,CTC,Credit Tag Chain,$0.082352
1629,PSM,PRASM,$0.002963
1630,EXT,Experience Token,$0.001141
1631,RRC,RRCoin,$0.015078
1632,DACC,DACC,$0.000735
1633,INC,Influence Chain,$0.050139
1634,PKG,PKG Token,$0.000231
1635,INCX,International...,$0.005913
1636,WIKI,Wiki Token,$1.09
1637,HAND,ShowHand,$0.000021
1638,XUC,Exchange Union,$4.56
1639,GSC,Global Social...,$0.011720
1640,IOV,Carlive Chain,$0.003364
1641,COU,Couchain,$0.000035
1642,EST,Esports Token,$0.009836
1643,IDT,InvestDigital,$0.010898
1644,SLT,Social Lendin...,$0.013007
1645,BOC,BingoCoin,$0.160254
1646,BWX,Blue Whale Token,$0.000476
1647,TOTO,Tourist Token,$0.000067
1648,MAG,Maggie,$0.002061
1649,UBTC,United Bitcoin,$3.81
1650,LINA,Lina,$0.029017
1651,CZR,CanonChain,$0.010299
1652,MOZO,Mozo Token,$0.021120
1653,TOS,ThingsOperati...,$0.026957
1654,ABX,Arbidex,$0.036469
1655,AT,AWARE,$0.004331
1656,INSUR,InsurChain,$0.000563
1657,HSC,HashCoin,$0.000517
1658,FTO,FuturoCoin,$8.89
1659,ADK,Aidos Kuneen,$22.23
1660,BKBT,BeeKan,$0.001527
1661,SEN,Consensus,$0.005535
1662,AVINOC,AVINOC,$0.010296
1663,OF,OFCOIN,$0.000261
1664,MXM,Maximine Coin,$0.006027
1665,DAV,DAV Token,$0.010682
1666,MEET,CoinMeet,$0.018479
1667,NUG,Nuggets,$0.001277
1668,CBC,Cashberry Coin,$1.77
1669,ATCC,ATC Coin,$0.014910
1670,GVE,Globalvillage...,$0.001929
1671,LXT,Litex,$0.011111
1672,SAL,SalPay,$0.021782
1673,EPLUS,EPLUS Coin,$2.69
1674,MT,MyToken,$0.004885
1675,EBC,EBCoin,$0.001690
1676,OWN,OWNDATA,$0.000231
1677,DAC,Davinci Coin,$0.006665
1678,QNO,QYNO,$0.268179
1679,EDS,Endorsit,$0.000147
1680,TOPC,TopChain,$0.006251
1681,SPX,Sp8de,$0.000199
1682,VIPS,Vipstar Coin,$0.000472
1683,FAIR,FairGame,$0.005902
1684,PC,Promotion Coin,$0.000332
1685,XCEL,XcelToken,$0.063933
1686,STC,StarChain,$0.007047
1687,HLC,HalalChain,$0.021523
1688,GET,Themis,$0.007379
1689,READ,Read,$0.005246
1690,DASC,DasCoin,$0.051871
1691,FUNDZ,FundToken,$0.012196
1692,RDC,Ordocoin,$0.000067
1693,SEER,SEER,$0.002273
1694,IPC,IPChain,$0.190579
1695,GARD,Hashgard,$0.000164
1696,GBC,Gold Bits Coin,$0.391099
1697,KBC,Karatgold Coin,$0.006542
1698,KEY,KEY,$0.002317
1699,WT,WeToken,$0.005111
1700,CARD,Cardstack,$0.002260
1701,OC,OceanChain,$0.001261
1702,GOD,Bitcoin God,$15.40
1703,CRE,Cybereits,$0.010997
1704,CAR,CarBlock,$0.003376
1705,BCX,BitcoinX,$0.003582
1706,WWB,Wowbit,$0.060695
1707,MCT,Master Contra...,$0.003650
1708,APL,Apollo Currency,$0.001575
1709,VIKKY,VikkyToken,$0.000092
1710,HOLD,HOLD,$0.001999
1711,ECH,Etherecash,$0.007187
1712,KWATT,4NEW,$0.044819
1713,IDOL,IDOL COIN,$0.000068
1714,BNK,Bankera,$0.003445
1715,DACS,DACSEE,$0.008111
1716,LEMO,LemoChain,$0.030108
1717,BAAS,BaaSid,$0.001545
1718,CDM,Condominium,$0.008150
1719,FTXT,FUTURAX,$0.000109
1720,PMA,PumaPay,$0.001606
1721,LRN,Loopring [NEO],$0.072386
1722,EAG,EA Coin,$0.003358
1723,BIFI,Bitcoin File,$0.005212
1724,DX,DxChain Token,$0.000355
1725,LSTR,Luna Stars,$0.000302
1726,KST,StarCoin,$0.007319
1727,SCC,StockChain,$0.002351
1728,ABDT,Atlantis Blue...,$0.008210
1729,CYFM,CyberFM,$0.000028
1730,XMC,Monero Classic,$1.48
1731,THR,ThoreCoin,$21.79
1732,BCV,BitCapitalVendor,$0.005363
1733,IFC,Infinitecoin,$0.000049
1734,OTB,OTCBTC Token,$0.064865
1735,GTM,Gentarium,$2.02
1736,BCDN,BlockCDN,$0.002404
1737,BOE,Bodhi [ETH],$0.037709
1738,SIC,Swisscoin,$0.000403
1739,WETH,WETH,$277.22
1740,CMS,COMSA [XEM],$0.141941
1741,ICR,InterCrone,$0.494117
1742,RCD,RECORD,$0.013730
1743,B2X,SegWit2x,$0.205525
1744,KXC,KingXChain,$0.000090
1745,PXC,Pixie Coin,$0.000774
1746,ATMI,Atonomi,$0.012517
1747,XID,Sphre AIR ,$0.037441
1748,DELTA,DeltaChain,$0.000058
1749,ZP,Zen Protocol,$0.849601
1750,RBMC,Rubex Money,$0.001276
1751,SHOW,Show,$0.001183
1752,SWTC,Jingtum Tech,$0.001510
1753,CLUB,ClubCoin,$0.510977
1754,NEWOS,NewsToken,$0.006706
1755,LOBS,Lobstex,$0.034914
1756,TDC,Trendercoin,$0.000136
1757,SC2,SecureCloudCoin,$0.029350
1758,MSD,MSD,$0.005037
1759,WC,WINCOIN,$0.346657
1760,CMS,COMSA [ETH],$0.143642
1761,SDS,Alchemint Sta...,$0.010706
1762,VIVID,Vivid Coin,$0.180333
1763,EJOY,EJOY,$0.000193
1764,XXX,AdultChain,$0.012671
1765,CNET,ContractNet,$0.051352
1766,FTT,FarmaTrust,$0.003110
1767,MRPH,Morpheus Network,$0.206032
1768,GCS,GameChain System,$0.002098
1769,DRG,Dragon Coins,$0.155360
1770,TCH,Thore Cash,$0.082521
1771,SVD,savedroid,$0.001184
1772,MVL,Mass Vehicle ...,$0.002167
1773,ACDC,Volt,$0.001250
1774,QUBE,Qube,$0.006335
1775,VTHO,VeThor Token,$0.003736
1776,EMPR,empowr coin,$0.304208
1777,HRC,Haracoin,$0.111424
1778,BTK,Bitcoin Token,$0.000066
1779,W3C,W3Coin,$0.000067
1780,PRS,PressOne,$0.068553
1781,PGN,Pigeoncoin,$0.000161
1782,XPAT,Bitnation,$0.000125
1783,ERC20,ERC20,$0.512036
1784,QNT,Quant,$0.267147
1785,XMO,Monero Original,$1.38
1786,CATO,CatoCoin,$0.583178
1787,BNN,BrokerNekoNet...,$0.000053
1788,SCC,SiaCashCoin,$0.000021
1789,NCP,Newton Coin P...,$0.000013
1790,ABLX,ABLE,$0.001908
1791,VITAE,Vitae,$0.185247
1792,ETZ,Ether Zero,$0.107741
1793,YOU,YOU COIN,$0.007471
1794,SNIP,SnipCoin,$0.000274
1795,OBTC,Obitan Chain,$0.000018
1796,COTN,CottonCoin,$0.249175
1797,TER,TerraNova,$0.541542
1798,YLC,YoloCash,$0.001771
1799,PCS,Pabyosi Coin ...,$0.052485
1800,LUC,Level Up Coin,$0.003195
1801,VDG,VeriDocGlobal,$0.008706
1802,BND,Blocknode,$0.012339
1803,XCLR,ClearCoin,$0.003735
1804,C2C,C2C System,$0.009477
1805,BWT,Bittwatt,$0.024803
1806,CSM,Consentium,$1.71
1807,XAP,Apollon,$0.015734
1808,GARY,President Joh...,$0.047619
1809,NRG,Energi,$0.337266
1810,TESLA,TeslaCoilCoin,$1.15
1811,BITCF,First Bitcoin...,$0.067036
1812,NAM,NAM COIN,$0.000399
1813,GIC,Giant,$0.551273
1814,XOT,Internet of T...,$101.73
1815,SEAL,Seal Network,$0.004718
1816,PRES,President Trump,$0.006873
1817,ONG,ONG,$0.866405
1818,ATC,Arbitracoin,$0.006112
1819,PWV,Wavebase,$0.002418
1820,HYB,Hybrid Block,$0.024945
1821,WA,WA Space,$0.003369
1822,TKT,Twinkle,$0.006131
1823,XTRD,XTRD,$0.004625
1824,NTK,NetKoin,$0.000042
1825,PRTX,Printex,$0.036067
1826,ESCO,EscrowCoin,$0.174288
1827,COMP,Compound Coin,$0.000037
1828,EXC,Excaliburcoin,$0.000067
1829,GIO,Graviocoin,$0.000571
1830,ELI,Eligma Token,$0.016157
1831,YUKI,YUKI,$0.000067
1832,LTHN,Lethean,$0.001860
1833,HORUS,HorusPay,$0.015073
1834,AEG,Aegeus,$0.022899
1835,EMB,EmberCoin,$3.4e-07
1836,ANI,Animecoin,$0.004042
1837,SPN,Sapien,$0.003242
1838,RTL,Rentledger,$0.000403
1839,TWIST,TWIST,$0.003224
1840,ECT,SuperEdge,$0.000190
1841,ORS,ORS Group,$0.040000
1842,CEDEX,CEDEX Coin,$0.073289
1843,VCT,ValueCyberToken,$0.022484
1844,KARMA,KARMA,$0.000995
1845,PUREX,Purex,$0.089999
1846,IQT,iQuant,$0.037354
1847,GBG,Golos Gold,$0.031035
1848,ETT,EncryptoTel [...,$0.016978
1849,PRN,Protean,$0.000046
1850,OPCX,OPCoinX,$0.002377
1851,DFS,Defense,$0.081200
1852,LYNX,Lynx,$0.000011
1853,ZCR,ZCore,$0.087294
1854,TALAO,Talao,$0.066389
1855,ARION,Arion,$0.016724
1856,DMC,DynamicCoin,$0.000204
1857,XBI,Bitcoin Incog...,$0.055372
1858,HIGHT,HighCoin,$0.000078
1859,PTS,PitisCoin,$0.003393
1860,PCO,Pecunio,$0.173349
1861,MEETONE,MEET.ONE,$0.003648
1862,ZENGOLD,ZenGold,$0.004765
1863,UNRC,UniversalRoya...,$0.000269
1864,RPL,Rocket Pool,$0.387174
1865,ERA,ERA,$0.006713
1866,CANDY,Candy,$0.000055
1867,BUBO,Budbo,$0.014882
1868,MERO,Mero,$0.029888
1869,CEFS,CryptopiaFeeS...,$554.35
1870,WYS,wys Token,$0.034381
1871,CROP,Cropcoin,$0.000674
1872,XRY,Royalties,$0.000008
1873,AREPA,Arepacoin,$0.002613
1874,GRPH,Graphcoin,$0.036480
1875,BBK,Brickblock,$0.031722
1876,XQN,Quotient,$0.002621
1877,ALTX,Alttex,$0.003332
1878,PASS,Blockpass,$0.014306
1879,SONIQ,Soniq,$0.030548
1880,SET,Swytch Energy...,$0.068336
1881,SUP,Superior Coin,$0.000650
1882,PWR,Powercoin,$0.000067
1883,PROUD,PROUD Money,$0.011247
1884,PLX,PlexCoin,$0.008664
1885,LST,Lendroid Supp...,$0.002096
1886,BIT,First Bitcoin,$0.009432
1887,BSN,Bastonet,$0.000022
1888,TLE,Tattoocoin (L...,$1.62
1889,RBLX,Rublix,$0.069178
1890,SLOTH,Slothcoin,$0.000006
1891,HDLB,HODL Bucks,$0.014755
1892,LATINO,Latino Token,$0.000532
1893,IFP,Infinipay,$0.003634
1894,BTCM,BTCMoon,$0.002663
1895,SMOKE,Smoke,$0.021544
1896,MAGN,Magnetcoin,$0.046016
1897,MRQ,MIRQ,$0.000403
1898,BITX,BitScreener T...,$0.014353
1899,NEOG,NEO GOLD,$0.001011
1900,ABC,Alphabit,$26.06
1901,GES,Galaxy eSolut...,$0.007984
1902,SONO,SONO,$0.188191
1903,INDI,Indicoin,$0.010074
1904,RBBT,RabbitCoin,$0.000004
1905,BSR,BitSoar,$0.000067
1906,DWS,DWS,$0.085025
1907,WIC,Wi Coin,$0.000336
1908,CHEAP,Cheapcoin,$0.000269
1909,FRGC,Fargocoin,$0.092590
1910,ACC,ACChain,$0.067163
1911,NAMO,NamoCoin,$0.000134
1912,FRN,Francs,$0.008216
1913,GMX,GoldMaxCoin,$0.000269
1914,BET,BetaCoin,$0.001343
1915,SJW,SJWCoin,$0.000134
1916,DGS,Dragonglass,$0.000539
1917,GRX,GOLD Reward T...,$0.002754
1918,BTE,BitSerial,$0.003090
1919,SKR,Sakuracoin,$0.001276
1920,SHA,SHACoin,$0.000269
1921,SGCC,Super Game Chain,$0.000332
1922,CFC,CoffeeCoin,$0.000604
1923,OBT,Orbis Token,$0.012082
1924,DON,Donationcoin,$0.000604
1925,MORE,Mithril Ore,$27.37
1926,EPC,Electronic PK...,$0.004244
1927,HNC,Huncoin,$0.000470
1928,RICHX,RichCoin,$0.002485
1929,ZSE,ZSEcoin,$0.004634
1930,FAP,FAPcoin,$0.000604
1931,FRRN,Ferron,$0.000350
1932,BIRDS,Birds,$0.000201
1933,BTBc,Bitbase,$0.000336
1934,RUNNERS,Runners,$0.000201
1935,CLD,Cloud,$0.018743
1936,HPY,Hyper Pay,$0.004269
1937,SAK,Sharkcoin,$0.002216
1938,TELL,Tellurion,$0.000242
1939,REGA,Regacoin,$0.000269
1940,TURBO,TurboCoin,$0.000067
1941,MARX,MarxCoin,$0.001276
1942,OMC,Omicron,$0.070857
1943,CYDER,Cyder,$0.000470
1944,RCN,Rcoin,$0.000067
1945,ACES,Aces,$0.000134
1946,QURO,Qurito,$0.011656
1947,LEVO,Levocoin,$0.000134
1948,AKY,Akuya Coin,$0.001209
1949,SJCX,Storjcoin X,$0.497675
1950,ASN,Aseancoin,$0.000067
1951,GDC,GrandCoin,$0.000201
1952,KDC,KlondikeCoin,$0.007650
1953,CRYPT,CryptCoin,$0.032454
1954,HYPER,Hyper,$0.005533
1955,BUB,Bubble,$0.005243
1956,AXIOM,Axiom,$0.007917
1957,AV,AvatarCoin,$0.039427
1958,QBT,Cubits,$0.001273
1959,TCOIN,T-coin,$0.000065
1960,BLAZR,BlazerCoin,$0.000947
1961,HALLO,Halloween Coin,$0.000200
1962,STEX,STEX,$1.29
1963,BITOK,Bitok,$0.000067
1964,ANTX,Antimatter,$0.000067
1965,MINEX,Minex,$0.005641
1966,WINK,Wink,$0.000405
1967,ATMC,ATMCoin,$2.26
1968,SIGMA,SIGMAcoin,$0.005832
1969,COR,CORION,$0.068219
1970,DUTCH,Dutch Coin,$0.000269
1971,ELITE,Ethereum Lite,$0.250254
1972,HIGH,High Gain,$0.000201
1973,VLC,ValueChain,$0.022798
1974,DML,Decentralized...,$0.007113
1975,HERO,Hero,$0.060152
1976,FT,FCoin Token,?
1977,KWH,KWHCoin,$0.003723
1978,CEN,Coinsuper Eco...,?
1979,ARLIZE,ARLIZE,$0.000334
1980,MIB,MIB Coin,?
1981,UNITY,SuperNET,$47.46
1982,VEN,Vechain [Token],?
1983,BT2,BT2 [CST],$5.32
1984,BIG,BigONE Token,$0.982123
1985,ENT,ENTCash,$0.024932
1986,EDT,EtherDelta Token,$0.001109
1987,CET,CoinEx Token,?
1988,CHEX,CHEX,?
1989,LFT,Linfinity,$0.102842
