,ABV,Coin,Market Cap,Price
1117,JET,Jetcoin,148378.088594,$0.021745
1118,METM,MetaMorph,147849.91005,$0.003792
1119,WEB,Webcoin,144628.786786,$0.004684
1120,ELTCOIN,ELTCOIN,142002.667326,$0.001578
1121,BTCN,BitcoiNote,138603.424134,$0.014836
1122,BITEUR,bitEUR,137824.081675,$1.28
1123,YUP,Crowdholding,136283.110577,$0.000946
1124,GMCN,GambleCoin,135836.158509,$0.032062
1125,PAK,Pakcoin,131664.824709,$0.002184
1126,BITF,BitF,124625.366114,$0.048751
1127,ZCR,ZCore,119506.386684,$0.081483
1128,WGO,WavesGo,112308.114432,$0.012567
1129,EUNO,EUNO,111188.683647,$0.022644
1130,XMCT,XMCT,111188.417892,$0.008604
1131,BCF,Bitcoin Fast,108955.674532,$0.006856
1132,OCC,Octoin Coin,103725.299722,$0.249260
1133,DSR,Desire,101911.704323,$0.022434
1134,ARION,Arion,92757.9657998,$0.016082
1135,TTC,TittieCoin,89151.5828142,$0.000071
1136,EAGLE,EagleCoin,83343.2224202,$0.039812
1137,XCO,X-Coin,73889.5949777,$0.005966
1138,MFTU,Mainstream Fo...,68957.5967683,$0.000281
1139,GRLC,Garlicoin,68787.5865626,$0.005470
1140,NYEX,Nyerium,59319.757604,$0.003819
1141,LEA,LeaCoin,53356.8912693,$0.000138
1142,GUESS,Peerguess,45624.4384229,$0.001731
1143,CMT,Comet,31803.6305391,$0.036437
1144,CACH,CacheCoin,28740.7317075,$0.006851
1145,ADCN,Asiadigicoin,22443.7455241,$0.000900
1146,LBTC,LiteBitcoin,21279.8337725,$0.000735
1147,PONZI,PonziCoin,11925.9895818,$0.013850
1148,PRC,PRCoin,11459.6552627,$0.000485
1149,NANOX,Project-X,2273.15876201,$29044.76
1150,HMC,HarmonyCoin,1876.69694869,$0.003344
1151,VULC,Vulcano [OLD],101223203.596,$0.012704
1152,LKK,Lykke,18983958.8509,$0.059922
1153,XTO,Tao,13515489.4627,$0.407667
1154,UTNP,Universa,13066827.2422,$0.007077
1155,FAIR,FairCoin,12155884.2792,$0.228521
1156,SCR,Scorum Coins,11262019.4034,$0.384828
1157,ART,Maecenas,8433807.82331,$0.214671
1158,GRID,Grid+,7195961.45278,$0.183400
1159,NOKU,Noku,7188841.41993,$0.521167
1160,BCC,BitConnect,6763136.98687,$0.679889
1161,ECOB,Ecobit,5816887.04017,$0.013088
1162,HBT,Hubii Network,4540278.45895,$0.335908
1163,CSNO,BitDice,4391894.48447,$0.062741
1164,APX,APX,4360176.06965,$6.20
1165,RISE,Rise,4319958.68219,$0.033661
1166,AC,AsiaCoin,3905939.8569,$0.002147
1167,BTT,Blocktrade,3728101.00431,$0.064710
1168,MINT,Mintcoin,3455397.21733,$0.000139
1169,BQ,bitqy,3448771.95804,$0.001108
1170,RVT,Rivetz,3317569.3772,$0.126410
1171,LIF,Winding Tree,2721485.22425,$0.136015
1172,ALIS,ALIS,2545229.05914,$0.065482
1173,CHIPS,CHIPS,2472060.39185,$0.117743
1174,CCRB,CryptoCarbon,2357812.84926,$0.095494
1175,OBITS,OBITS,2297950.84302,$0.146603
1176,XSD,SounDAC,2224328.58432,$0.152541
1177,SHP,Sharpe Platfo...,2187829.67711,$0.127346
1178,FOOD,FoodCoin,2117699.50792,$0.005310
1179,SENSE,Sense,2017392.34756,$0.010299
1180,GOOD,Goodomy,1997867.00221,$0.003220
1181,PLU,Pluton,1997488.71081,$2.35
1182,TGT,Target Coin,1978634.67714,$0.002077
1183,QRK,Quark,1704919.61434,$0.006655
1184,TRAK,TrakInvest,1689180.11687,$0.020174
1185,ETT,EncryptoTel [...,1687934.90425,$0.027167
1186,CBX,Bullion,1670741.77625,$1.64
1187,FLUZ,Fluz Fluz,1645574.87335,$0.008036
1188,SETH,Sether,1615870.11509,$0.093530
1189,MBI,Monster Byte,1594819.07659,$0.094801
1190,WSX,WeAreSatoshi,1540855.74109,$0.062809
1191,HORSE,Ethorse,1507855.36073,$0.014265
1192,HDG,Hedge,1498182.24351,$0.403858
1193,FCN,Fantomcoin,1471655.36825,$0.202372
1194,ATMOS,Atmos,1449856.08515,$0.014404
1195,CARBON,Carboncoin,1436689.35581,$0.000093
1196,ASTRO,Astro,1394034.24386,$0.420671
1197,SONIQ,Soniq,1393390.68553,$0.035457
1198,CPAY,Cryptopay,1370075.86896,$0.020246
1199,BUZZ,BuzzCoin,1365744.99719,$0.000069
1200,SMS,Speed Mining ...,1342623.57024,$12.83
1201,POSW,PoSW Coin,1340647.04072,$0.030400
1202,BTI,Bitcoin Instant,1274827.21383,$0.009454
1203,CST,Cryptosolartech,1268114.18935,$0.019728
1204,BPL,Blockpool,1262474.44606,$0.056629
1205,UFO,Uniform Fisca...,1232721.00791,$0.000336
1206,EGC,EverGreenCoin,1207623.11913,$0.088334
1207,DAR,Darcrus,1143511.55293,$0.084079
1208,PIX,Lampix,1138548.25427,$0.008414
1209,VZT,Vezt,1134561.71187,$0.019366
1210,NOBL,NobleCoin,1133082.73483,$0.000485
1211,XUN,UltraNote Coin,1118177.89019,$0.000900
1212,TBX,Tokenbox,1077866.15892,$0.094545
1213,ECN,E-coin,1074062.68084,$3.07
1214,HUC,HunterCoin,1046518.43271,$0.044042
1215,REX,imbrex,1029283.13475,$0.118844
1216,CPY,COPYTRACK,998130.903999,$0.043627
1217,TIE,Ties.DB,969591.980666,$0.023752
1218,RC,RussiaCoin,934632.016986,$0.111560
1219,42,42-coin,915590.300022,$21799.79
1220,NTRN,Neutron,912208.148073,$0.024243
1221,TES,TeslaCoin,862652.404361,$0.011288
1222,SUPER,SuperCoin,857978.096292,$0.017389
1223,FYP,FlypMe,855018.457707,$0.048474
1224,EQT,EquiTrader,841987.518239,$0.076451
1225,I0C,I0Coin,839472.428681,$0.039988
1226,HERO,Sovereign Hero,822105.966823,$172.24
1227,IXC,Ixcoin,771284.609703,$0.036702
1228,CRAVE,Crave,769146.258877,$0.050053
1229,SUMO,Sumokoin,764596.859508,$0.111490
1230,VSX,Vsync,711102.623925,$0.004429
1231,ONG,SoMee.Social,709973.588499,$0.019412
1232,EBTC,eBitcoin,637386.988401,$0.033729
1233,KOBO,Kobocoin,632869.806474,$0.025622
1234,ARG,Argentum,602770.299573,$0.059692
1235,FJC,FujiCoin,584087.020367,$0.000363
1236,SMLY,SmileyCoin,584022.693894,$0.000022
1237,PING,CryptoPing,554216.647878,$0.055688
1238,LOG,Woodcoin,519431.159876,$0.064645
1239,ORB,Orbitcoin,514960.906843,$0.159895
1240,RIYA,Etheriya,502910.765754,$0.317990
1241,TSE,Tattoocoin (S...,497717.685386,$0.005504
1242,CDN,Canada eCoin,496240.464326,$0.005094
1243,UNIC,UniCoin,475517.095992,$0.155809
1244,DP,DigitalPrice,472575.850661,$0.023891
1245,DRPU,DCORP Utility,464174.713717,$0.131480
1246,VSL,vSlice,462449.389668,$0.013850
1247,DTX,DaTa eXchange,459117.175589,$0.020775
1248,ZNY,Bitzeny,457459.720809,$0.006050
1249,DGC,Digitalcoin,453178.367402,$0.015096
1250,MANNA,Manna,447103.336014,$0.001593
1251,FYN,FundYourselfNow,440333.271162,$0.477907
1252,UNI,Universe,432373.523094,$0.012673
1253,NKA,IncaKoin,418326.663224,$0.000025
1254,ZENI,Zennies,403815.220832,$0.000403
1255,TROLL,Trollcoin,401012.321589,$0.000692
1256,PIGGY,Piggycoin,399107.269797,$0.000813
1257,FLT,FlutterCoin,392907.122809,$0.000900
1258,MFG,SyncFab,387996.711568,$0.002405
1259,GMT,Mercury Protocol,387785.803146,$0.002277
1260,TRK,Truckcoin,385795.068088,$0.001868
1261,TIG,Tigereum,385014.021874,$0.025082
1262,KEK,KekCoin,382400.682046,$0.035684
1263,SXC,Sexcoin,381424.011605,$0.002981
1264,RNS,Renos,381127.471431,$0.011426
1265,BITSILVER,bitSilver,361735.699853,$16.62
1266,DCY,Dinastycoin,360697.654567,$0.000208
1267,BRIA,BriaCoin,356846.769614,$0.480000
1268,TALK,BTCtalkcoin,352660.515129,$0.005401
1269,RBIES,Rubies,351244.945356,$0.033724
1270,MAGE,MagicCoin,340652.873968,$0.045704
1271,SKC,Skeincoin,340178.128571,$0.025276
1272,HODL,HOdlcoin,338142.347642,$0.001454
1273,RUP,Rupee,337580.227914,$0.013850
1274,FT,Fabric Token,336432.061218,$0.013680
1275,SNRG,Synergy,335784.473693,$0.085323
1276,BITBTC,bitBTC,329548.563933,$6505.90
1277,BITGOLD,bitGold,327207.284869,$1726.82
1278,CJT,ConnectJob,327100.04545,$0.002899
1279,CTL,Citadel,325186.592096,$0.030816
1280,MOIN,Moin,324890.57944,$0.041580
1281,DSH,Dashcoin,323611.751005,$0.018413
1282,STRC,StarCredits,320032.660224,$0.071118
1283,START,Startcoin,319835.464019,$0.007095
1284,STAK,STRAKS,319119.139277,$0.042305
1285,EL,Elcoin,318092.060514,$0.028378
1286,WDC,WorldCoin,314739.552991,$0.002631
1287,ELE,Elementrem,307939.267107,$0.011772
1288,BRO,Bitradio,307340.941355,$0.045779
1289,MXT,MarteXcoin,306669.275914,$0.099820
1290,IETH,iEthereum,306326.412389,$0.017035
1291,UIS,Unitus,301451.399891,$0.004847
1292,BBI,BelugaPay,297201.739976,$0.060059
1293,POP,PopularCoin,295197.391744,$0.000077
1294,INPAY,InPay,295110.717676,$0.029511
1295,MAZA,MAZA,292324.965812,$0.000277
1296,PXC,Phoenixcoin,291621.510965,$0.004227
1297,CDX,Commodity Ad ...,289151.44495,$0.008883
1298,V,Version,286513.763585,$0.000554
1299,MCI,Musiconomi,285702.336907,$0.010318
1300,CCO,Ccore,284187.769856,$0.167169
1301,BTRN,Biotron,283670.471103,$0.008699
1302,GRWI,Growers Inter...,282342.742713,$0.236484
1303,MTNC,Masternodecoin,281268.996036,$0.005229
1304,Q2C,QubitCoin,276311.363723,$0.001109
1305,SGP,SGPay,267260.957198,$0.124597
1306,TAG,TagCoin,266926.850972,$0.041488
1307,ESZ,EtherSportz,266512.746344,$0.053932
1308,GUN,Guncoin,266212.088293,$0.001178
1309,ZZC,ZoZoCoin,265883.29703,$0.136596
1310,FLIK,FLiK,264337.009232,$0.004397
1311,BTA,Bata,263493.497754,$0.052244
1312,AHT,Bowhead,262330.278909,$0.032791
1313,ICOO,ICO OpenLedger,262086.732397,$0.562476
1314,EPY,Emphy,258922.603353,$0.032776
1315,HBN,HoboNickels,257918.563873,$0.004020
1316,TDX,Tidex Token,252954.61901,$0.026627
1317,WIN,WCOIN,251139.749379,$0.069179
1318,OPAL,Opal,250712.122895,$0.016550
1319,BTWTY,Bit20,248123.272096,"$244,216"
1320,JEW,Shekel,247806.452205,$0.002111
1321,REC,Regalcoin,246975.805113,$0.019296
1322,BTDX,Bitcloud,245812.44719,$0.009856
1323,TRCT,Tracto,243830.156798,$0.009060
1324,TRI,Triangles,242022.158985,$2.05
1325,UTC,UltraCoin,241761.891713,$0.005060
1326,EBCH,EBCH,239691.268551,$0.025814
1327,NOBS,No BS Crypto,239684.603523,$0.000346
1328,BDL,Bitdeal,237592.229612,$0.001353
1329,GOLF,Golfcoin,234477.417504,$0.000138
1330,MBRS,Embers,233392.57498,$0.004668
1331,BRIT,BritCoin,230921.598757,$0.010858
1332,XJO,Joulecoin,229532.689412,$0.006274
1333,FST,Fastcoin,228416.6873,$0.001456
1334,ARI,Aricoin,225565.817935,$0.000970
1335,LANA,LanaCoin,217621.644142,$0.000232
1336,NMS,Numus,217529.817211,$0.079077
1337,JC,Jesus Coin,213955.148998,$0.000012
1338,BANK,Bank Coin,206733.750321,$0.033447
1339,MAC,Machinecoin,206326.350996,$0.009626
1340,NETKO,Netko,204212.514776,$0.033574
1341,FUNK,The Cypherfunks,202616.682933,$0.000004
1342,BTCR,Bitcurrency,199656.093692,$0.001177
1343,MOTO,Motocoin,197233.160846,$0.010041
1344,HAL,Halcyon,197132.224477,$0.031508
1345,TEK,TEKcoin,196072.988224,$0.000139
1346,KUSH,KushCoin,187307.980421,$0.033447
1347,OPCX,OPCoinX,184689.64003,$0.002562
1348,CNT,Centurion,183684.803121,$0.002365
1349,NYAN,Nyancoin,179010.906258,$0.000555
1350,IRL,IrishCoin,177568.700368,$0.004986
1351,TGC,Tigercoin,175038.238371,$0.004020
1352,BTB,BitBar,173965.074021,$4.53
1353,MEC,Megacoin,173564.890974,$0.004644
1354,DGPT,DigiPulse,169075.550198,$0.074719
1355,NET,NetCoin,166682.632387,$0.000212
1356,MARS,Marscoin,166622.077844,$0.005892
1357,CRM,Cream,163863.155065,$0.003633
1358,WILD,Wild Crypto,163719.421328,$0.006717
1359,BLC,Blakecoin,162027.265996,$0.008411
1360,NOX,Nitro,161303.21782,$0.017637
1361,FRC,Freicoin,160111.648992,$0.005099
1362,GRMD,GreenMed,158820.029123,$0.013850
1363,BIGUP,BigUp,154227.736809,$0.000072
1364,GLT,GlobalToken,151930.4861,$0.005432
1365,BTCS,Bitcoin Scrypt,151417.541354,$0.008595
1366,SLG,Sterlingcoin,151174.978097,$0.035646
1367,BTCRED,Bitcoin Red,149542.297548,$0.007277
1368,EMD,Emerald Crypto,147093.707301,$0.007694
1369,XCXT,CoinonatX,145722.6324,$0.007513
1370,PR,Prototanium,145666.245809,$0.739400
1371,BLZ,BlazeCoin,145513.143056,$0.000239
1372,XPY,PayCoin,144688.627116,$0.012119
1373,ITI,iTicoin,144039.418871,$4.50
1374,ICN,iCoin,143122.990047,$0.004794
1375,SMC,SmartCoin,141651.477153,$0.005661
1376,ETG,Ethereum Gold,140762.90261,$0.011730
1377,HNC,Helleniccoin,140406.946443,$0.002077
1378,UCOM,United Crypto...,140170.290597,$0.108640
1379,BITS,Bitstar,140033.420174,$0.007133
1380,DMB,Digital Money...,139944.648176,$0.001593
1381,CJ,Cryptojacks,137390.599295,$0.000338
1382,GB,GoldBlocks,131214.057618,$0.008431
1383,AMMO,Ammo Reloaded,130746.31804,$0.001681
1384,VOT,VoteCoin,128563.357185,$0.003532
1385,FNTB,Fintab,125489.665529,$0.045150
1386,TOKC,TOKYO,124757.731055,$0.000692
1387,CMM,Commercium,124744.882569,$0.005899
1388,GAP,Gapcoin,124384.50536,$0.009002
1389,CTX,CarTaxi Token,123048.97633,$0.003082
1390,ATOM,Atomic Coin,121647.060454,$0.006880
1391,KED,Darsek,118025.408214,$0.004925
1392,ASAFE2,AllSafe,116137.254256,$0.012455
1393,JIN,Jin Coin,115877.067465,$0.011634
1394,QVT,Qvolta,114897.252979,$0.015472
1395,CHESS,ChessCoin,114068.271073,$0.002111
1396,ACC,Accelerator N...,113799.990929,$0.222150
1397,POST,PostCoin,113751.305726,$0.007168
1398,VIDZ,PureVidz,112780.926885,$0.000900
1399,PHS,Philosopher S...,111730.370533,$0.018577
1400,XLC,Leviar,109358.941933,$0.008518
1401,AIB,Advanced Inte...,109141.401333,$0.003386
1402,DAXX,DaxxCoin,108213.165883,$0.000208
1403,J,Joincoin,107660.829502,$0.034001
1404,BSTY,GlobalBoost-Y,107340.647909,$0.007133
1405,ARCO,AquariusCoin,106666.049454,$0.056299
1406,SPACE,SpaceCoin,104623.994851,$0.004355
1407,DUO,ParallelCoin,103851.443398,$0.329982
1408,300,300 Token,102669.281971,$342.23
1409,MOJO,MojoCoin,102364.750549,$0.008357
1410,HVCO,High Voltage,101917.273402,$0.068210
1411,USC,Ultimate Secu...,101707.02667,$0.009833
1412,XCT,C-Bit,100174.231787,$0.000636
1413,STN,Steneum Coin,99311.000063,$0.033932
1414,XBL,Billionaire T...,98903.3931959,$0.030262
1415,BOLI,Bolivarcoin,97944.2131255,$0.008567
1416,TIT,Titcoin,97658.7816266,$0.001957
1417,ZUR,Zurcoin,97262.599929,$0.001110
1418,ACC,AdCoin,97141.1018419,$0.014827
1419,INFX,Influxcoin,96991.1852173,$0.057961
1420,JIYO,Jiyo,95737.3084244,$0.015695
1421,SPK,Sparks,95416.82411,$0.028645
1422,BOST,BoostCoin,95331.5722376,$0.008041
1423,BBK,Bitblocks,94915.7494008,$0.003344
1424,BERN,BERNcash,93986.2504057,$0.001319
1425,CRC,CrowdCoin,93983.6936429,$0.024870
1426,PKB,ParkByte,93032.4816631,$0.019528
1427,XRE,RevolverCoin,92718.4032116,$0.004016
1428,PIPL,PiplCoin,92454.4425525,$0.001108
1429,C2,Coin2.1,92113.2847381,$0.001177
1430,NTO,Fujinto,91134.6207666,$0.001385
1431,CCN,CannaCoin,90845.2178185,$0.019320
1432,XSTC,Safe Trade Coin,90529.9642308,$0.000277
1433,LTB,LiteBar,89575.8644878,$0.094247
1434,SHDW,Shadow Token,87738.0461979,$0.012534
1435,DDF,DigitalDevelo...,87418.7070126,$0.017080
1436,SWING,Swing,85033.0507053,$0.023731
1437,8BIT,8Bit,84671.1184664,$0.057684
1438,ECO,EcoCoin,82949.0879301,$0.070980
1439,SRC,SecureCoin,82635.4693853,$0.009072
1440,DBTC,Debitcoin,82203.6608764,$0.004567
1441,LCP,Litecoin Plus,81689.4310883,$0.045081
1442,CNO,Coin(O),80257.2964251,$0.000762
1443,XRH,Rhenium,76789.1130177,$0.003601
1444,SDRN,Senderon,76393.2138619,$0.001731
1445,SCRT,SecretCoin,75154.6603182,$0.017773
1446,SIGT,Signatum,74769.6882498,$0.000692
1447,MST,MustangCoin,70540.9749278,$0.111909
1448,TKR,CryptoInsight,70164.9964705,$0.005600
1449,$$$,Money,69907.8183714,$0.001523
1450,QTL,Quatloo,69487.8934223,$0.009002
1451,NEVA,NevaCoin,68566.3806286,$0.020838
1452,888,OctoCoin,68539.7579174,$0.001246
1453,DLC,Dollarcoin,67477.1642834,$0.007410
1454,BUMBA,BumbaCoin,64335.6727461,$0.002770
1455,ACOIN,Acoin,63113.4641741,$0.051729
1456,RPC,RonPaulCoin,61859.8190153,$0.063778
1457,IMX,Impact,61492.6371412,$0.000558
1458,STV,Sativacoin,60968.823294,$0.008592
1459,B@,Bankcoin,60364.3563645,$0.005865
1460,BOAT,BOAT,60250.9545589,$0.000842
1461,DRXNE,DROXNE,59590.330762,$0.000762
1462,CTO,Crypto,59580.1871947,$0.004335
1463,GRN,Granite,58971.0554861,$0.001454
1464,OTX,Octanox,58861.3638848,$0.006925
1465,PASL,Pascal Lite,56687.1084573,$0.011288
1466,611,SixEleven,56143.274523,$0.123332
1467,BTQ,BitQuark,55703.6401149,$0.005263
1468,MCRN,MACRON,55595.7843696,$0.000138
1469,VPRC,VapersCoin,54951.4062775,$0.000070
1470,IMS,Independent M...,53791.6161145,$0.010019
1471,UET,Useless Ether...,53239.6426349,$0.013425
1472,DRM,Dreamcoin,53038.521011,$0.021291
1473,XBTC21,Bitcoin 21,52251.3509673,$0.065882
1474,DTC,Datacoin,51472.9393553,$0.001564
1475,ENT,Eternity,51154.5377214,$0.011199
1476,KURT,Kurrent,50993.1694399,$0.000831
1477,TRDT,Trident Group,50652.1693118,$0.041757
1478,GCC,GuccioneCoin,49166.1155376,$0.002424
1479,BTPL,Bitcoin Planet,48532.873702,$0.007133
1480,BTCONE,BitCoin One,47804.7704718,$0.004780
1481,NRO,Neuro,47340.8029477,$0.000831
1482,STARS,StarCash Network,46745.3237023,$0.048697
1483,HBC,HomeBlockCoin,45303.4097273,$0.009061
1484,TAJ,TajCoin,45271.0159769,$0.004500
1485,MNC,Mincoin,45214.7383375,$0.009491
1486,AMS,AmsterdamCoin,45161.7590274,$0.000900
1487,MSCN,Master Swiscoin,44776.5065184,$0.000992
1488,EUC,Eurocoin,44711.1443217,$0.003601
1489,JOBS,JobsCoin,44050.151142,$0.000415
1490,CAT,Catcoin,43715.1714513,$0.006585
1491,TOK,Tokugawa,43509.6959959,$0.042588
1492,SFC,Solarflarecoin,43419.6523314,$0.003083
1493,GP,GoldPieces,43236.6469981,$0.035435
1494,ELS,Elysium,43127.3957954,$0.003243
1495,HTH,Help The Home...,42583.5083751,$0.000208
1496,QBC,Quebecoin,42100.5692229,$0.002701
1497,ALL,Allion,41637.8732353,$0.006716
1498,ZMC,ZetaMicron,41580.8250535,$0.000069
1499,ETHD,Ethereum Dark,40302.7173538,$0.026868
1500,GTC,Global Tour Coin,40295.7456495,$0.001348
1501,POS,PoSToken,39994.1754481,$0.038801
1502,PXI,Prime-XI,39487.4660009,$0.001800
1503,PLC,Polcoin,38080.1272761,$0.000485
1504,BENJI,BenjiRolls,37852.2307482,$0.001867
1505,ERY,Eryllium,37639.5679667,$0.002902
1506,CHAN,ChanCoin,37171.4299371,$0.003678
1507,ICOB,ICOBID,37064.8078171,$0.000346
1508,DALC,Dalecoin,36477.9178045,$0.068210
1509,PNX,Phantomx,35402.2001022,$0.001197
1510,EXN,ExchangeN,35316.814176,$0.006925
1511,DRS,Digital Rupees,34501.6330698,$0.000068
1512,FUZZ,FuzzBalls,34378.6065256,$0.007118
1513,BRAT,BROTHER,34134.9703674,$0.000213
1514,QBIC,Qbic,33015.110544,$0.010526
1515,VISIO,Visio,31908.6720312,$0.000623
1516,SOIL,SOILcoin,31409.3336389,$0.005508
1517,YTN,YENTEN,31273.9296502,$0.003696
1518,VEC2,VectorAI,31031.1475354,$0.001751
1519,HONEY,Honey,30957.2225577,$0.067895
1520,SOON,SoonCoin,30923.8722449,$0.002481
1521,GRIM,Grimcoin,30840.9740662,$0.000458
1522,CPN,CompuCoin,29882.9016153,$0.001523
1523,ADN,Adrenaline,29789.6243535,$0.002563
1524,PIE,PIECoin,28140.9220029,$0.002546
1525,VTA,Virtacoin,28003.4034479,$0.000005
1526,MAY,Theresa May Coin,27739.1023242,$0.000426
1527,ROOFS,Roofs,27006.9755463,$0.000208
1528,GPL,Gold Pressed ...,26077.7538995,$0.101657
1529,CF,Californium,25756.2139527,$0.010526
1530,FLAX,Flaxscript,25718.7841997,$0.004570
1531,RED,RedCoin,25659.3607059,$0.000346
1532,PEX,PosEx,24373.7877631,$0.009935
1533,ZYD,Zayedcoin,24213.1413225,$0.003878
1534,VLT,Veltor,23399.5842277,$0.042172
1535,CNNC,Cannation,23326.9226397,$0.009418
1536,LTCR,Litecred,23025.5414446,$0.000762
1537,KNC,KingN Coin,22623.6769848,$11.26
1538,CAB,Cabbage,22540.4285029,$0.002147
1539,COAL,BitCoal,21992.4120042,$0.004887
1540,ICON,Iconic,21328.3467312,$0.035973
1541,FRV,Fitrova,21247.4288746,$0.000003
1542,BNX,BnrtxCoin,21131.8164007,$0.000623
1543,LUNA,Luna Coin,21036.8219308,$0.012328
1544,BIP,BipCoin,20846.845059,$0.012811
1545,SONG,SongCoin,20567.9400453,$0.000632
1546,PLNC,PLNcoin,20440.4089901,$0.001196
1547,ESC,Escroco,20439.883199,$0.009487
1548,SCS,SpeedCash,19900.15918,$0.034624
1549,NTWK,Network Token,18755.6794703,$0.001185
1550,NUKO,Nekonium,18282.9084449,$0.001523
1551,MAR,Marijuanacoin,17625.8403939,$0.010803
1552,VUC,Virta Unique ...,17392.3953037,$0.000277
1553,JS,JavaScript Token,16603.0492722,$0.002077
1554,WBB,Wild Beast Block,16439.9501924,$0.090369
1555,WORM,HealthyWormCoin,16353.1866159,$0.000142
1556,SANDG,Save and Gain,16050.9209562,$0.005237
1557,MILO,MiloCoin,15186.4278855,$0.001407
1558,KRONE,Kronecoin,14925.8312613,$0.002077
1559,CRDNC,Credence Coin,14853.0786411,$0.004334
1560,SLEVIN,Slevin,14542.217607,$0.000208
1561,ARB,ARbit,14500.9627155,$0.001523
1562,CXT,Coinonat,14480.4013399,$0.001679
1563,GEERT,GeertCoin,14102.3490773,$0.002770
1564,SOCC,SocialCoin,13617.9396053,$0.009833
1565,ATX,Artex Coin,13006.1092268,$0.000692
1566,BLN,Bolenum,12855.2252174,$0.001286
1567,PLACO,PlayerCoin,12160.0638629,$0.000346
1568,IBANK,iBank,11458.6468599,$0.002532
1569,RKC,Royal Kingdom...,11405.2535192,$0.004224
1570,LTCU,LiteCoin Ultra,10636.2422364,$0.010313
1571,PCOIN,Pioneer Coin,9820.33098645,$0.003324
1572,VOLT,Bitvolt,9189.60434749,$0.000554
1573,BSC,BowsCoin,7302.40544763,$0.001316
1574,ARGUS,Argus,6679.67127339,$0.005817
1575,DOLLAR,Dollar Online,6315.95528657,$0.008379
1576,CTIC2,Coimatic 2.0,5622.74843576,$0.000415
1577,BAS,BitAsean,5599.8733862,$0.001120
1578,CONX,Concoin,5360.09756442,$0.007202
1579,ACP,AnarchistsPrime,4260.74740982,$0.000969
1580,GLS,GlassCoin,4055.90299748,$0.001316
1581,COUPE,Coupecoin,4029.39083941,$0.000018
1582,ITZ,Interzone,3672.97471595,$0.001385
1583,GSR,GeyserCoin,3404.27989531,$0.072642
1584,WOMEN,WomenCoin,3062.20325448,$0.000069
1585,CREVA,CrevaCoin,2520.01050093,$0.000069
1586,MGM,Magnum,2470.51306617,$0.000554
1587,VLTC,Vault Coin,2104.15779655,$0.000069
1588,CTIC3,Coimatic 3.0,2078.73300699,$0.000920
1589,AI,POLY AI,315.833533723,$0.000138
1590,LVPS,LevoPlus,283.863850028,$0.000138
1591,CKUSD,CK USD,?,$0.992697
1592,XIN,Infinity Econ...,?,$0.005037
1593,CONI,Coni,?,$0.025627
1594,PAI,Project Pai,?,$0.361616
1595,SBTC,Super Bitcoin,?,$9.58
1596,MCC,Moving Cloud ...,?,$0.040633
1597,HYC,HYCON,?,$0.030376
1598,EDU,EduCoin,?,$0.000609
1599,IQ,Everipedia,?,$0.013784
1600,NPXSXEM,Pundi X NEM,?,$0.001975
1601,PLY,PlayCoin,?,$0.118709
1602,DFT,DigiFinexToken,?,$0.297473
1603,SDA,Six Domain Chain,?,$0.013743
1604,SAC,Smart Applica...,?,$6.62
1605,UIP,UnlimitedIP,?,$0.005166
1606,CAN,Content and A...,?,$0.007576
1607,KST,StarCoin,?,$0.011520
1608,XPX,ProximaX,?,$0.004139
1609,KAN,BitKan,?,$0.005792
1610,VEX,Vexanium,?,$0.027064
1611,FREC,Freyrchain,?,$0.004129
1612,TIC,Thingschain,?,$0.000539
1613,KCASH,Kcash,?,$0.025210
1614,FIL,Filecoin [Fut...,?,$4.62
1615,ZIP,Zipper,?,$0.001648
1616,MAG,Maggie,?,$0.002194
1617,KNOW,KNOW,?,$0.032101
1618,INB,Insight Chain,?,$0.310274
1619,LIGHT,LightChain,?,$0.000223
1620,UBEX,Ubex,?,$0.016763
1621,ENGT,Engagement Token,?,$0.005388
1622,MT,MyToken,?,$0.004969
1623,HIT,HitChain,?,$0.000443
1624,PNT,Penta,?,$0.001262
1625,GSE,GSENetwork,?,$0.006862
1626,RRC,RRCoin,?,$0.020519
1627,SOP,SoPay,?,$0.007097
1628,UST,Ultra Salescloud,?,$0.066859
1629,XCEL,XcelToken,?,$0.064220
1630,MOF,Molecular Future,?,$0.128498
1631,AVH,Animation Vis...,?,$0.001316
1632,RATING,DPRating,?,$0.000744
1633,UCT,Ubique Chain ...,?,$0.027759
1634,WIKI,Wiki Token,?,$1.11
1635,TRIO,Tripio,?,$0.002805
1636,INO,INO COIN,?,$0.488314
1637,DPN,DIPNET,?,$0.002657
1638,BCX,BitcoinX,?,$0.004737
1639,HAND,ShowHand,?,$0.000022
1640,CHAT,ChatCoin,?,$0.014825
1641,ESHIP,EliteShipperT...,?,$0.000124
1642,FTI,FansTime,?,$0.003452
1643,GSC,Global Social...,?,$0.014110
1644,MEET,CoinMeet,?,$0.017997
1645,LXT,Litex,?,$0.011232
1646,HDAC,Hdac,?,$0.060772
1647,INCX,International...,?,$0.005548
1648,DACC,DACC,?,$0.000584
1649,SFU,Saifu,?,$0.077905
1650,IIC,Intelligent I...,?,$0.000393
1651,STC,StarChain,?,$0.012567
1652,OF,OFCOIN,?,$0.000263
1653,EXT,Experience Token,?,$0.001167
1654,WIN,WinToken,?,$0.000830
1655,INSUR,InsurChain,?,$0.000602
