,ABV,Coin,Market Cap,Percent Change,Price
920,TRF,Travelflex,1183367.12133,-9.59%,$0.015003
921,USNBT,NuBits,1178191.07838,0.20%,$0.107287
922,PBL,Publica,1177801.1803,-2.10%,$0.063381
923,LATX,LatiumX,1173297.93614,-19.04%,$0.011823
924,VRM,VeriumReserve,1171893.09357,-2.26%,$0.645475
925,TAC,Traceability ...,1169816.32592,5.00%,$0.006124
926,LALA,LALA World,1159746.36547,1.11%,$0.006045
927,ENGT,Engagement Token,1146503.59515,-7.03%,$0.002761
928,SHL,Oyster Shell,1146239.7187,1.03%,$0.013534
929,HUC,HunterCoin,1144745.83903,0.67%,$0.048176
930,GPKR,Gold Poker,1139508.0198,-1.43%,$1.06
931,PUT,Profile Utili...,1125692.15425,5.99%,$0.024855
932,CDM,Condominium,1120250.77843,-9.41%,$0.002156
933,CRED,Verify,1117023.86672,1.05%,$0.082688
934,WEB,Webcoin,1111553.98196,0.47%,$0.034104
935,PLAY,HEROcoin,1094797.89628,2.62%,$0.009142
936,EVC,EventChain,1093244.82499,-27.97%,$0.034983
937,UNIT,Universal Cur...,1087611.48853,0.37%,$0.071578
938,DNR,Denarius,1084095.18448,7.76%,$0.285169
939,XCLR,ClearCoin,1074991.26494,1.68%,$0.002036
940,CYFM,CyberFM,1070475.63777,-5.02%,$0.000017
941,HYP,HyperStake,1069973.5041,-7.04%,$0.000791
942,ARG,Argentum,1065715.07281,-10.58%,$0.103707
943,VULC,VULCANO,1056564.57126,22.29%,$0.010550
944,CANN,CannabisCoin,1053980.90631,1.00%,$0.013647
945,STAR,Starbase,1049816.7467,0.84%,$0.005599
946,ACRE,ACRE,1047071.13001,164.66%,$0.383224
947,BELA,Bela,1043715.25863,-1.42%,$0.027434
948,HQX,HOQU,1029150.04414,-1.09%,$0.006810
949,KORE,Kore,1027614.38723,0.37%,$0.508100
950,PENG,Penguin Coin,1027506.24483,4.53%,$0.000112
951,ATB,ATBCoin,998764.018947,5.49%,$0.023758
952,ZIPT,Zippie,995161.86432,3.89%,$0.004627
953,SYNX,Syndicate,992692.224625,1.54%,$0.050825
954,MRT,Miners' Rewar...,986583.400534,1.09%,$0.098658
955,NUSD,nUSD,972173.096453,-0.37%,$0.991095
956,BPL,Blockpool,964023.82906,,$0.043242
957,CHX,Own,960698.581551,6.91%,$0.016272
958,ARO,Arionum,960074.888278,4.08%,$0.012827
959,SPR,SpreadCoin,955189.19165,0.57%,$0.089432
960,MEME,Memetic / Pep...,952422.497014,0.73%,$0.040693
961,EBST,eBoost,938885.238892,13.34%,$0.046944
962,TIG,Tigereum,936545.117639,1.89%,$0.057921
963,EFL,e-Gulden,934520.789493,5.10%,$0.055108
964,EVN,EvenCoin,933291.540326,2.41%,$0.065166
965,SPD,Stipend,932982.951449,11.04%,$0.111674
966,WRC,Worldcore,928072.577331,3.18%,$0.005211
967,KRB,Karbo,927479.750498,-2.95%,$0.141896
968,OPT,Opus,926194.081802,8.44%,$0.006612
969,ZXC,0xcert,919399.318947,0.96%,$0.007995
970,SMS,Speed Mining ...,916600.043874,-2.30%,$8.76
971,NRVE,Narrative,892747.351856,-19.24%,$0.019024
972,SEXC,ShareX,888377.442579,4.61%,$0.001376
973,GENE,Parkgene,885310.125904,11.49%,$0.003165
974,OOT,Utrum,871783.594605,8.95%,$0.026907
975,MEDIC,MedicCoin,851722.705277,-8.00%,$0.003994
976,MITX,Morpheus Labs,844057.089068,9.18%,$0.004781
977,FKX,Knoxstertoken,843764.873705,-0.59%,$0.007710
978,STAC,StarterCoin,843713.181399,4.82%,$0.002988
979,VOISE,Voise,826912.957445,-0.95%,$0.001585
980,SKIN,SkinCoin,822891.764636,4.09%,$0.009332
981,LOCI,LOCIcoin,819595.961894,-2.58%,$0.020233
982,ACE,ACE (TokenStars),815306.407815,-4.55%,$0.069838
983,AUC,Auctus,813731.773593,3.11%,$0.047762
984,TGAME,Truegame,813087.845989,-0.34%,$0.009847
985,SUMO,Sumokoin,806563.311293,1.68%,$0.109757
986,THRT,Thrive Token,790711.437772,0.89%,$0.007763
987,CFUN,CFun,786501.7425,5.05%,$0.001832
988,TBX,Tokenbox,772182.291617,3.04%,$0.067732
989,DIT,Digital Insur...,767378.067821,1.52%,$0.003660
990,PHO,Photon,764505.2613,22.21%,$0.000031
991,MVC,Maverick Chain,756268.69971,-12.34%,$0.007207
992,BON,Bonpay,734833.034028,32.48%,$0.065085
993,ADC,AudioCoin,733103.933399,0.46%,$0.000791
994,BITS,Bitswift,726619.928028,-5.35%,$0.187050
995,BRK,Breakout,722923.239427,-4.49%,$0.038150
996,CCL,CYCLEAN,715108.639006,-7.32%,$0.007915
997,NAVI,Naviaddress,711057.409889,-4.86%,$0.002932
998,KEK,KekCoin,706427.557937,5.67%,$0.065920
999,ALT,Altcoin,703839.288939,0.94%,$5.71
1000,ING,Iungo,703738.233952,0.33%,$0.017593
1001,BTK,Bitcoin Token,694335.98851,2.71%,$0.000073
1002,FGC,FantasyGold,692013.697857,19.51%,$0.069419
1003,BOUTS,BoutsPro,691217.875138,8.77%,$0.009022
1004,ZER,Zero,689104.473737,-6.18%,$0.168469
1005,MNTP,GoldMint,688954.26828,4.25%,$0.359768
1006,NTRN,Neutron,688847.316495,21.09%,$0.018049
1007,HAND,ShowHand,687549.176294,1.85%,$0.000011
1008,FLOT,Fire Lotto,684634.670006,2.09%,$0.032791
1009,GIC,Giant,682285.67481,2.56%,$0.391949
1010,XSG,SnowGem,680162.482738,4.88%,$0.085322
1011,LDC,Leadcoin,662627.362879,-1.14%,$0.000845
1012,METM,MetaMorph,649812.431679,-3.45%,$0.012731
1013,KRL,Kryll,636576.360218,1.23%,$0.057899
1014,RYO,Ryo Currency,633136.853188,-10.69%,$0.108339
1015,XBI,Bitcoin Incog...,630611.963468,11.59%,$0.092000
1016,ORE,Galactrum,621204.704635,-5.03%,$0.276281
1017,SPN,Sapien,619394.167583,-3.87%,$0.003084
1018,TCC,The ChampCoin,611478.969191,-4.30%,$0.003708
1019,HORSE,Ethorse,611219.471631,-27.03%,$0.005771
1020,ELLA,Ellaism,608732.802169,0.25%,$0.049547
1021,FSBT,Forty Seven Bank,606281.856949,2.45%,$0.172753
1022,DAY,Chronologic,606128.33966,-19.64%,$0.789074
1023,RGS,RusGas,600227.68546,-8.47%,$0.000331
1024,808,808Coin,597293.749098,-79.58%,$0.000001
1025,DAN,Daneel,587523.33246,1.50%,$0.015653
1026,INV,Invacio,583841.021421,-4.36%,$0.017684
1027,XMG,Magi,577373.231599,-0.43%,$0.070893
1028,XBC,Bitcoin Plus,571590.726948,-5.19%,$4.99
1029,TRUST,TrustPlus,564325.194042,-4.07%,$0.017588
1030,TZC,TrezarCoin,556928.013439,0.47%,$0.005818
1031,AMM,MicroMoney,555410.652525,0.14%,$0.043992
1032,TKA,Tokia,551120.023811,7.40%,$0.013080
1033,FJC,FujiCoin,548733.090198,0.85%,$0.000330
1034,EBTC,eBitcoin,548711.745385,-1.62%,$0.029037
1035,AKA,Akroma,547317.678031,4.22%,$0.036696
1036,AIX,Aigang,547225.251684,0.64%,$0.026328
1037,KLKS,Kalkulus,535646.489294,-4.11%,$0.043893
1038,CRB,Creditbit,527010.340318,0.94%,$0.031571
1039,XCG,Xchange,525168.022789,1.39%,$0.233131
1040,PMNT,Paymon,524052.165575,-2.75%,$0.000857
1041,CL,Coinlancer,509157.191532,2.05%,$0.007205
1042,MFG,SyncFab,506534.868029,-2.05%,$0.003137
1043,REF,RefToken,506328.289521,-5.91%,$0.689887
1044,BBO,Bigbom,502592.009089,0.73%,$0.001579
1045,JOT,Jury.Online T...,499852.134848,-2.47%,$0.055540
1046,CMPCO,CampusCoin,498582.839607,-13.36%,$0.000999
1047,XBP,BlitzPredict,496799.473406,-1.60%,$0.001412
1048,OPC,OP Coin,491704.081823,-5.56%,$0.000265
1049,ADI,Aditus,475523.473694,0.84%,$0.002031
1050,TOLL,Bridge Protocol,473400.590552,-9.68%,$0.002075
1051,XMCC,Monoeci,472712.813709,6.38%,$0.060317
1052,PRJ,Project Coin,468574.510299,-3.12%,$0.536105
1053,FND,FundRequest,467195.117569,1.99%,$0.010788
1054,FYP,FlypMe,466498.513364,-19.00%,$0.026447
1055,NLX,Nullex,462997.912752,0.70%,$0.011439
1056,CREA,Creativecoin,462355.599944,-17.14%,$0.027902
1057,DOR,Dorado,450793.818837,20.79%,$0.001475
1058,PKG,PKG Token,449202.754397,-12.37%,$0.000050
1059,OCL,Oceanlab,447077.153421,-2.09%,$0.009615
1060,WSD,White Standard,446522.593557,0.85%,$1.01
1061,ADZ,Adzcoin,446371.288378,3.97%,$0.010086
1062,AMN,Amon,440738.853845,4.00%,$0.001603
1063,FOXT,Fox Trading,430518.501908,3.25%,$0.061240
1064,ZET,Zetacoin,428279.864436,-1.27%,$0.002539
1065,CRC,CryCash,424514.319566,4.77%,$0.092327
1066,EVI,Evimeria,420244.156598,-3.24%,$0.000027
1067,VIU,Viuly,416399.051693,-11.96%,$0.000476
1068,LOG,Woodcoin,414926.828232,-3.40%,$0.051639
1069,EZT,EZToken,414538.027647,-2.10%,$0.036031
1070,APR,APR Coin,409837.360423,7.04%,$0.098732
1071,UNB,UnbreakableCoin,409558.260956,0.29%,$0.179777
1072,KLN,Kolion,408313.571201,-1.56%,$0.582869
1073,INN,Innova,406919.527299,-4.92%,$0.089921
1074,HUR,Hurify,406515.20445,0.72%,$0.002113
1075,FTXT,FUTURAX,405573.443047,0.49%,$0.000119
1076,BEET,Beetle Coin,393209.79566,19.22%,$0.002568
1077,WAND,WandX,388449.619795,-7.31%,$0.031725
1078,BRIA,BriaCoin,383334.16706,-1.92%,$0.515629
1079,XPTX,PlatinumBAR,381362.437712,6.35%,$0.252382
1080,PTT,Proton Token,378039.018448,6.94%,$0.000195
1081,MXT,MarteXcoin,376836.093388,-14.88%,$0.121909
1082,SUR,Suretly,373311.719393,-2.49%,$1.68
1083,BEN,BitCoen,369876.863061,-0.48%,$0.052840
1084,LIVE,Live Stars,369485.425539,-17.14%,$0.009302
1085,EGEM,EtherGem,364513.790252,-8.74%,$0.036962
1086,EQL,Equal,359303.225531,-11.33%,$0.000932
1087,PYLNT,Pylon Network,355883.733763,1.74%,$0.911909
1088,TEAM,TEAM (TokenSt...,354817.489137,-4.05%,$0.033591
1089,ZINC,ZINC,351027.764886,-3.48%,$0.067393
1090,CYMT,CyberMusic,348675.49013,-1.79%,$0.000024
1091,MAO,Mao Zedong,345139.029407,0.69%,$0.054879
1092,RUPX,Rupaya,338128.925413,-8.98%,$0.009026
1093,BIT,BitRewards,333090.835606,2.65%,$0.001223
1094,NTK,NetKoin,329939.338889,-10.34%,$0.000085
1095,SCT,Soma,327768.67676,63.50%,$0.049159
1096,IC,Ignition,326478.56155,-5.27%,$0.347197
1097,BNC0,Bionic,315266.549262,0.20%,$0.000588
1098,V,Version,311242.030581,-22.39%,$0.000595
1099,QNO,QYNO,305263.195892,10.64%,$0.072731
1100,QNO,QYNO,305947.226353,10.89%,$0.072894
1101,IG,IGToken,303075.737973,35.77%,$0.000174
1102,BTW,BitWhite,302930.301942,-0.47%,$0.008339
1103,VIVO,VIVO,302637.566138,-7.44%,$0.108495
1104,XGOX,XGOX,298004.876704,1.56%,$0.000125
1105,STU,bitJob,294112.228814,1.69%,$0.006122
1106,LNC,Blocklancer,285572.674947,0.34%,$0.002377
1107,RNS,Renos,285141.819112,93.98%,$0.008548
1108,DTEM,Dystem,281482.123427,52.59%,$0.099400
1109,BTM,Bitmark,275971.694831,-10.04%,$0.028230
1110,SSS,Sharechain,273870.122801,-3.04%,$0.000108
1111,ELY,Elysian,273777.245079,0.68%,$0.003421
1112,BND,Blocknode,273196.47017,-13.13%,$0.004146
1113,DRPU,DCORP Utility,273056.260522,-4.78%,$0.077345
1114,BUNNY,BunnyToken,271910.393104,7.76%,$0.009521
1115,PCN,PeepCoin,270840.276115,-2.84%,$0.000011
1116,KBR,Kubera Coin,267686.759288,17.62%,$0.002339
1117,CASH,Cashcoin,259071.126093,-19.65%,$0.005434
1118,PROC,ProCurrency,257536.028045,0.05%,$0.002583
1119,ARC,Advanced Tech...,255296.207009,-12.93%,$0.010172
1120,BMH,BlockMesh,249371.11811,-32.48%,$0.002783
1121,EPY,Emphy,239236.416751,13.21%,$0.030284
1122,JET,Jetcoin,227449.104027,-5.69%,$0.033332
1123,MORE,Mithril Ore,225675.674689,-0.97%,$22.51
1124,BSTN,BitStation,220451.258756,12.77%,$0.000061
1125,LOBS,Lobstex,212561.452367,7.02%,$0.030466
1126,TOTO,Tourist Token,206532.011471,-2.54%,$0.000051
1127,XDNA,XDNA,205030.9483,-4.40%,$0.113519
1128,DFT,DraftCoin,201067.505562,-0.07%,$0.025050
1129,BNN,BrokerNekoNet...,198291.148496,-29.37%,$0.000066
1130,XRA,Ratecoin,193154.608348,-6.38%,$0.001577
1131,RLT,RouletteToken,192981.308311,16.40%,$0.018886
1132,CATO,CatoCoin,192281.067257,-27.40%,$0.155717
1133,EXMR,Ethereum Monero,186838.559889,-10.20%,$0.015785
1134,PUT,PutinCoin,185073.79174,1.67%,$0.000335
1135,XXX,AdultChain,181367.53653,-7.87%,$0.005551
1136,BTXC,Bettex Coin,169601.401763,-10.57%,$0.090725
1137,BCF,Bitcoin Fast,167738.448414,11.72%,$0.010271
1138,DTRC,Datarius Credit,163328.706314,-2.56%,$0.001278
1139,UNIFY,Unify,162320.224528,9.53%,$0.009088
1140,ARCT,ArbitrageCT,155297.527472,0.01%,$0.001720
1141,SAGA,SagaCoin,152571.9035,13.64%,$0.028362
1142,CRM,Cream,152449.918753,6.66%,$0.003380
1143,NMS,Numus,147474.153018,31.67%,$0.053610
1144,WHL,WhaleCoin,145877.866177,-1.23%,$0.014313
1145,TNS,Transcodium,145316.507581,-1.22%,$0.003583
1146,CFL,CryptoFlow,140829.007504,-6.98%,$0.005185
1147,EARTH,Earth Token,140433.612641,-5.61%,$0.000684
1148,DELTA,DeltaChain,133297.6051,-4.50%,$0.000030
1149,ASAFE2,AllSafe,129777.387438,17.04%,$0.013785
1150,XOV,XOVBank,129139.314681,3.07%,$0.002701
1151,HAVY,Havy,128020.655333,3.44%,$0.000025
1152,ODN,Obsidian,127563.660867,20.05%,$0.005103
1153,PRTX,Printex,127505.761779,2.20%,$0.011795
1154,VRS,Veros,127444.388018,-0.73%,$0.008157
1155,MARS,Marscoin,127429.605177,31.96%,$0.004506
1156,FANS,Fantasy Cash,124304.379512,16.43%,$0.026507
1157,YUP,Crowdholding,121039.081077,-4.00%,$0.000828
1158,GRMD,GreenMed,114002.448793,8.67%,$0.009277
1159,ELTCOIN,ELTCOIN,113068.733371,6.87%,$0.001256
1160,BBK,Bitblocks,108990.370439,-7.20%,$0.003840
1161,ACED,AceD,108655.528261,-2.06%,$0.052159
1162,MCAP,MCAP,102499.760556,18.26%,$0.009771
1163,OCC,Octoin Coin,96163.1886363,-5.52%,$0.236490
1164,BTR,Bitether,92166.0286688,-0.28%,$0.004698
1165,DEUS,DeusCoin,90396.1474136,-5.31%,$0.008159
1166,ARION,Arion,83856.3801386,13.74%,$0.014538
1167,TDS,TokenDesk,83470.9591286,1.34%,$0.008121
1168,XMCT,XMCT,80029.7796838,-0.18%,$0.006193
1169,DSR,Desire,77478.126459,-0.59%,$0.015607
1170,REC,Regalcoin,74631.4153241,38.98%,$0.005831
1171,MSCN,Master Swiscoin,67947.7150361,8.88%,$0.001505
1172,XCO,X-Coin,57600.4398834,6.01%,$0.004651
1173,STN,Steneum Coin,56465.6824891,-0.70%,$0.019293
1174,PLAN,Plancoin,54392.9666635,-2.69%,$0.009940
1175,MFTU,Mainstream Fo...,49159.3946517,-0.91%,$0.000201
1176,TCH,Thore Cash,40719.9096627,-2.46%,$0.007979
1177,CAB,Cabbage,27832.0606206,22.63%,$0.002651
1178,IMP,Ether Kingdom...,24341.3944857,-7.82%,$0.072351
1179,STR,Staker,23452.6229538,15.34%,$0.035718
1180,ADCN,Asiadigicoin,21477.3271313,-12.54%,$0.000861
1181,BTCONE,BitCoin One,19194.3188739,-8.35%,$0.001919
1182,GSR,GeyserCoin,3037.20092067,42.98%,$0.064809
1183,EAGLE,EagleCoin,1664.69231387,-68.03%,$0.000795
1184,VULC,Vulcano [OLD],101223203.596,,$0.012704
1185,ODE,ODEM,27386582.268,2.25%,$0.125625
1186,BTCD,BitcoinDark,20765453.798,,$16.11
1187,LKK,Lykke,18983958.8509,,$0.059922
1188,DIG,Dignity,17874838.9754,,$0.034175
1189,UTT,United Trader...,12674631.693,-0.36%,$0.339443
1190,FAIR,FairCoin,11637500.197,0.96%,$0.218775
1191,DTR,Dynamic Tradi...,11486396.7916,-1.30%,$0.009430
1192,SCR,Scorum Coins,9884712.60155,46.93%,$0.337765
1193,BWX,Blue Whale Token,9490582.2248,-7.22%,$0.000445
1194,GRID,Grid+,7601264.61751,0.40%,$0.193729
1195,ECC,ECC,6626683.6814,-16.07%,$0.000265
1196,ECOB,Ecobit,5520685.62514,0.08%,$0.012422
1197,CSNO,BitDice,5102546.43469,,$0.072894
1198,AC,AsiaCoin,4570745.15864,-6.66%,$0.002452
1199,PBT,Primalbase Token,4555845.03096,0.91%,$3644.68
1200,XST,Stealth,4195456.89588,-0.62%,$0.140277
1201,GAM,Gambit,3679922.74066,0.08%,$3.19
1202,APX,APX,3624209.71653,0.81%,$5.15
1203,WCT,Waves Communi...,3374800.10256,-2.23%,$0.338679
1204,MINT,MintCoin,3346087.12398,0.63%,$0.000134
1205,SHIP,ShipChain,2844059.25693,11.58%,$0.013607
1206,SEQ,Sequence,2742899.22766,-1.28%,$0.059640
1207,LEV,Leverj,2445541.95858,-27.98%,$0.020709
1208,MYB,MyBit,2433610.22663,1.44%,$0.025251
1209,XSD,SounDAC,2433380.12301,-0.77%,$0.166878
1210,CARE,Carebit,2359792.04397,156.56%,$0.023662
1211,HBT,Hubii Network,2209326.03366,,$0.163455
1212,MYST,Mysterium,2140557.07363,,$0.091051
1213,XRA,Xriba,2066762.66402,-13.96%,$0.037657
1214,CHIPS,CHIPS,2034923.13732,-22.71%,$0.096923
1215,1337,Elite,2011997.52083,5.51%,$0.000077
1216,VZT,Vezt,1989625.04435,32.91%,$0.032274
1217,OBITS,OBITS,1901757.12977,-8.67%,$0.121327
1218,ICOS,ICOS,1864175.08145,10.31%,$3.65
1219,BQ,bitqy,1856254.24999,8.74%,$0.000596
1220,CPY,COPYTRACK,1847010.46211,6.16%,$0.059261
1221,FTT,FarmaTrust,1812221.5526,10.26%,$0.003020
1222,FLUZ,Fluz Fluz,1764641.72863,8.53%,$0.008617
1223,FCN,Fantomcoin,1646421.89459,,$0.202372
1224,ASTRO,Astro,1630695.53733,,$0.492087
1225,SONIQ,Soniq,1593725.00861,-7.92%,$0.035416
1226,BLU,BlueCoin,1583274.88147,-5.91%,$0.002755
1227,CBX,Bullion,1496834.22754,-9.72%,$1.47
1228,HEAT,HEAT,1464055.66885,-3.83%,$0.040014
1229,ZEIT,Zeitcoin,1460371.37222,-4.80%,$0.000040
1230,ETBS,Ethbits,1433953.00245,-0.44%,$0.877201
1231,POSW,PoSW Coin,1399814.03417,0.59%,$0.031742
1232,ZEPH,Zephyr,1398580.7074,0.78%,$0.011101
1233,MAX,MaxCoin,1384418.50517,4.60%,$0.022531
1234,KB3,B3Coin,1366786.46941,-2.70%,$0.001862
1235,NXC,Nexium,1366513.68199,-0.30%,$0.020543
1236,SETH,Sether,1325022.61486,-6.43%,$0.076695
1237,VME,VeriME,1313801.39915,-15.08%,$0.007509
1238,SIG,Spectiv,1265304.58723,5.13%,$0.004431
1239,TGT,Target Coin,1262290.3246,0.74%,$0.001325
1240,CCRB,CryptoCarbon,1258219.17663,-3.40%,$0.050959
1241,HDG,Hedge,1244245.38515,,$0.335406
1242,ATMOS,Atmos,1201141.49427,15.69%,$0.011928
1243,XHI,HiCoin,1175468.40772,5.29%,$0.000265
1244,FDX,FidentiaX,1151084.7579,-9.65%,$0.010963
1245,CPAY,Cryptopay,1125159.89195,-16.89%,$0.016468
1246,EXCL,ExclusiveCoin,1124796.58336,2.78%,$0.229344
1247,GLA,Gladius Token,1120302.87504,0.75%,$0.077481
1248,NOBL,NobleCoin,1085596.89374,0.91%,$0.000464
1249,WISH,MyWish,1078529.5496,-3.29%,$0.056393
1250,KIND,Kind Ads Token,1027841.26181,-1.34%,$0.029820
1251,CARBON,Carboncoin,1011731.01984,0.10%,$0.000066
1252,RC,RussiaCoin,999870.425616,3.85%,$0.119347
1253,UFO,Uniform Fisca...,976264.41418,2.49%,$0.000265
1254,LDOGE,LiteDoge,953455.786541,0.78%,$0.000063
1255,PHI,PHI Token,922858.546665,-18.34%,$0.183387
1256,SMOKE,Smoke,918268.224145,8.42%,$0.089927
1257,DAR,Darcrus,908270.999558,-17.76%,$0.066783
1258,XPD,PetroDollar,903361.750116,39.53%,$0.014117
1259,MBI,Monster Byte,891831.601023,-18.83%,$0.053013
1260,TRAK,TrakInvest,885636.213644,-2.85%,$0.010577
1261,GOOD,Goodomy,880232.356487,-10.34%,$0.001419
1262,42,42-coin,872340.492644,-5.75%,$20770.03
1263,EFYT,Ergo,869963.658938,,$2.19
1264,HERO,Sovereign Hero,863949.06873,5.11%,$181.01
1265,HGT,HelloGold,861751.756289,-11.01%,$0.003276
1266,HAC,Hackspace Cap...,857410.072037,9.32%,$0.002651
1267,LYNX,Lynx,849225.353634,-0.18%,$0.000011
1268,PUREX,Pure,833910.01436,1.39%,$0.056592
1269,CAT,BlockCAT,815089.382839,4.84%,$0.110744
1270,NDC,NEVERDIE,771703.40699,-9.40%,$0.018820
1271,EGC,EverGreenCoin,761439.850275,0.18%,$0.055599
1272,CHC,ChainCoin,759927.871715,-6.32%,$0.048706
1273,GCN,GCN Coin,759225.093205,-2.87%,$0.000005
1274,WSX,WeAreSatoshi,754688.488184,0.31%,$0.030763
1275,UNIC,UniCoin,753439.796941,-5.44%,$0.246579
1276,BIO,BioCoin,736274.450287,0.30%,$0.001062
1277,UNI,Universe,727583.584,30.07%,$0.019199
1278,TIE,Ties.DB,724960.901886,-1.75%,$0.017760
1279,VIEW,View,724098.30166,14.42%,$0.021429
1280,TES,TeslaCoin,696945.02761,2.41%,$0.009079
1281,VSX,Vsync,691523.616115,3.60%,$0.004307
1282,ECN,E-coin,688072.73995,-0.27%,$1.96
1283,FID,Fidelium,678480.585429,0.82%,$0.005760
1284,TALAO,Talao,673650.199216,3.79%,$0.065870
1285,IXC,Ixcoin,658206.423406,7.82%,$0.031307
1286,EQT,EquiTrader,648347.873036,-1.43%,$0.058258
1287,PIPL,PiplCoin,646961.682827,11.38%,$0.007753
1288,TAG,TagCoin,632163.351011,0.02%,$0.098256
1289,I0C,I0Coin,626042.950222,19.50%,$0.029820
1290,GETX,Guaranteed Et...,602713.907574,2.22%,$0.002009
1291,AOG,smARTOFGIVING,586217.104431,5.00%,$0.123323
1292,HUSH,Hush,578492.233644,-4.50%,$0.119347
1293,VSL,vSlice,562021.368154,10.01%,$0.016832
1294,TSE,Tattoocoin (S...,557253.246447,44.38%,$0.006163
1295,BUN,BunnyCoin,554284.751946,10.90%,$0.000005
1296,MOTO,Motocoin,551408.491945,201.66%,$0.028072
1297,FLT,FlutterCoin,549521.95306,,$0.001259
1298,PING,CryptoPing,531011.043923,-5.19%,$0.053357
1299,RAIN,Condensate,516621.348617,15.76%,$0.001624
1300,DTX,DaTa eXchange,507042.756331,27.98%,$0.022943
1301,KOBO,Kobocoin,499743.209302,-16.16%,$0.020232
1302,XUN,UltraNote Coin,491576.67203,0.35%,$0.000397
1303,VIKKY,VikkyToken,469263.403195,-2.77%,$0.000126
1304,SGN,Signals Network,462526.486721,-18.65%,$0.005257
1305,ORB,Orbitcoin,455058.962957,6.44%,$0.141296
1306,BBP,BiblePay,454137.419954,-4.68%,$0.000473
1307,REX,imbrex,447523.294477,,$0.051673
1308,HIRE,HireMatch,445881.076857,-33.68%,$0.013831
1309,XNN,Xenon,437443.058439,8.88%,$0.001458
1310,SGR,Sugar Exchange,435273.857775,5.26%,$0.022349
1311,SMLY,SmileyCoin,435011.579553,-17.54%,$0.000017
1312,ZNY,Bitzeny,429108.463744,3.89%,$0.005675
1313,CDN,Canada eCoin,426772.532715,9.04%,$0.004381
1314,RUP,Rupee,425085.122286,-22.98%,$0.017180
1315,NKA,IncaKoin,423640.840572,37.99%,$0.000024
1316,FOR,FORCE,418083.741746,13.27%,$0.002975
1317,BRIT,BritCoin,416635.099368,0.11%,$0.019590
1318,DML,Decentralized...,401230.057298,1.68%,$0.008794
1319,BTRN,Biotron,392722.211724,,$0.012021
1320,BTDX,Bitcloud,389844.526609,-0.08%,$0.015230
1321,GMT,Mercury Protocol,387785.803146,,$0.002277
1322,WDC,WorldCoin,387504.392446,-6.17%,$0.003240
1323,MORE,More Coin,386104.714732,-2.49%,$0.193052
1324,SXC,Sexcoin,382323.673681,,$0.002981
1325,RIYA,Etheriya,380151.078439,,$0.240369
1326,BYC,Bytecent,379899.812745,0.84%,$0.162983
1327,HNC,Helleniccoin,376391.834314,0.69%,$0.005554
1328,KNDC,KanadeCoin,374522.640208,3.13%,$0.000068
1329,NSR,NuShares,367302.584416,-32.88%,$0.000132
1330,UTC,UltraCoin,363277.546956,12.42%,$0.007604
1331,CRAVE,Crave,358265.81192,-3.18%,$0.023315
1332,XCN,Cryptonite,356925.551837,-5.33%,$0.000813
1333,STAK,STRAKS,356542.896389,-4.84%,$0.042485
1334,SKC,Skeincoin,353718.763095,14.06%,$0.026249
1335,DCY,Dinastycoin,348318.265138,-19.41%,$0.000198
1336,GOLF,Golfcoin,347229.537,27.90%,$0.000198
1337,DP,DigitalPrice,342597.936502,1.78%,$0.017320
1338,IFLT,InflationCoin,342120.211108,2.91%,$0.000008
1339,MAZA,MAZA,340702.208327,,$0.000323
1340,MAGE,MagicCoin,339912.000885,0.54%,$0.045424
1341,TROLL,Trollcoin,338608.99712,3.63%,$0.000583
1342,ZENI,Zennies,330862.112039,0.69%,$0.000331
1343,BITSILVER,bitSilver,323471.854735,-0.06%,$14.87
1344,AIB,Advanced Inte...,323427.342265,1.47%,$0.010034
1345,ITT,Intelligent T...,319190.409187,9.86%,$0.032571
1346,LANA,LanaCoin,309941.437555,1.56%,$0.000322
1347,BITBTC,bitBTC,305104.203374,12.25%,$6780.41
1348,MANNA,Manna,303880.827534,12.07%,$0.001055
1349,STRC,StarCredits,300712.282898,,$0.066825
1350,PXC,Phoenixcoin,300005.33791,4.64%,$0.004300
1351,USC,Ultimate Secu...,298150.975515,-38.52%,$0.028826
1352,DGC,Digitalcoin,297323.177843,-3.70%,$0.009801
1353,BBI,BelugaPay,297250.194141,,$0.060069
1354,SGP,SGPay,294066.315604,-13.21%,$0.147033
1355,MAG,Magnet,290834.761365,-5.49%,$0.008300
1356,FT,Fabric Token,289286.148755,-5.80%,$0.011763
1357,DSH,Dashcoin,286325.133653,-4.51%,$0.016292
1358,EL,Elcoin,283562.347307,6.03%,$0.025298
1359,DEM,Deutsche eMark,281654.435688,0.92%,$0.006706
1360,BTI,Bitcoin Instant,280304.38034,,$0.002079
1361,HODL,HOdlcoin,276735.960009,,$0.001190
1362,CMM,Commercium,276653.898064,-2.50%,$0.010116
1363,AHT,Bowhead,272818.11907,,$0.034102
1364,ESZ,EtherSportz,272674.612612,1.56%,$0.055179
1365,RTB,AB-Chain RTB,271296.029877,-0.60%,$0.024048
1366,SNRG,Synergy,269939.127091,-18.36%,$0.067177
1367,FLIK,FLiK,268458.429779,119.34%,$0.004465
1368,TRK,Truckcoin,266696.31117,-13.01%,$0.001256
1369,BRO,Bitradio,266128.608564,7.56%,$0.039095
1370,ATS,Authorship,264288.990038,31.33%,$0.002644
